title_english,image_webp_large_url,trailer_url,episodes,duration,rating,synopsis,background,year,studios,themes,genres,demographics
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,https://cdn.myanimelist.net/images/anime/6/44588l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,5.0,4 min per ep,R+ - Mild Nudity,BD/DVD specials.,---,2012.0,AIC Classic,"Parody, School","Comedy, Ecchi",Shounen
Shin Shounan Bakusouzoku Arakure Knight,https://cdn.myanimelist.net/images/anime/1037/147510l.webp,https://www.youtube.com/watch?v=vB06sXS1S8M,2.0,41 min per ep,R+ - Mild Nudity,"Shonan Route 134: Like the wind, like a shadow, men running with a roar, without knowing their life. They turn approaching enemies into corpses. They rule the darkness of Shonan.

(Source: Toei Video, translated)",---,2012.0,No studio,Delinquents,Adventure,No demographic
Devil Survivor 2 The Animation,https://cdn.myanimelist.net/images/anime/11/47191l.webp,https://www.youtube.com/watch?v=5uA2fk7VKVw,13.0,24 min per ep,R - 17+ (violence & profanity),"The countdown to extinction begins on Sunday with the arrival of the Septentriones, otherworldly invaders set on the eradication of mankind. Caught in the crossfire, Hibiki Kuze and his friends join in the war for humanity's survival by signing contracts with demons to become ""Devil Summoners."" Soon, their abilities attract the attention of JP's, an underground agency led by Yamato Houtsuin. Once recruited into JP's, Hibiki and his friends fight and bond alongside other ordinary citizens who are Devil Summoners. 

However, with each new day, another Septentrione appears to wreak havoc upon Japan. Even if many lives are lost in the process, before that night ends, the young summoners must defeat the invaders at all costs.

[Written by MAL Rewrite]","The first episode received a special pre-airing at an event at Cinem@rt Shinjuku on the 2nd of March, 2013. Regular TV airing started on April 5th.",2013.0,Bridge,"Mythology, Survival","Action, Supernatural, Suspense",No demographic
Batsu & Terry,https://cdn.myanimelist.net/images/anime/1855/148573l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 20 min,PG-13 - Teens 13 or older,"Bats &amp; Terry are the two tough guys in the school. They don't take crap from anyone, not even teachers. They will fight anyone necessary, and will defend strangers (especially pretty girls) from danger. They're good at it too. Some people are in terror of them, and some love them.

When they rescue one especially pretty girl from a gang they fight over her, but it's all friendly and they both recognize that she has some scars. The police hassle them and yet admire them when they break up the gang.

Oh, and they're the star pitcher and catcher for the high school baseball team!

(Source: MU)",---,2012.0,Sunrise,"School, Team Sports","Comedy, Drama, Sports",Shounen
Arata: The Legend,https://cdn.myanimelist.net/images/anime/9/47011l.webp,https://www.youtube.com/watch?v=pEAtxy4z0Lk,12.0,24 min per ep,PG-13 - Teens 13 or older,"As a young boy from a noble family in Amawakuni, Arata has always expected to make life his own—until word of the princess growing weak reaches his city. Unbeknown to him, his grandmother had claimed him to be female at birth, and now, with no other girls to succeed the princess from the matriarchal Hime clan, he is next in line for the throne! Disguised as a woman awaiting a replacement to be found, Arata witnesses an assassination attempt on the princess by none other than her own guard, the 12 Shinsho. The crime is pinned on his head, forcing Arata to escape to the Kando forest, where it is said that no one comes out the same.

Meanwhile, in modern-day Japan, Arata Hinohara longs for escape from the cruelty of his classmates. Hearing his name called from an alley, he wanders from his path and unwittingly switches universes with Arata from Amawakuni. With his own power as a newly awakened ""Sho""—a warrior able to wield Hayagami, weapons with the power of the gods—and the help of his companions he meets along his journey, Hinohara sets out to restore order to this new world.

[Written by MAL Rewrite]",---,2013.0,Satelight,Isekai,"Adventure, Fantasy",Shounen
Gargantia on the Verdurous Planet,https://cdn.myanimelist.net/images/anime/11/48817l.webp,https://www.youtube.com/watch?v=saxtE2YcPH4,13.0,23 min per ep,PG-13 - Teens 13 or older,"In the distant future, a majority of humans have left the Earth, and the Galactic Alliance of Humanity is founded to guide exploration and ensure the prosperity of mankind. However, a significant threat arises in the form of strange creatures called Hideauze, resulting in an interstellar war to prevent humanity's extinction. Armed with Chamber, an autonomous robot, 16-year-old lieutenant Ledo of the Galactic Alliance joins the battle against the monsters. In an unfortunate turn of events, Ledo loses control during the battle and is cast out to the far reaches of space, crash-landing on a waterlogged Earth.

On the blue planet, Gargantia—a large fleet of scavenger ships—comes across Chamber and retrieves it from the ocean, thinking they have salvaged something of value. Mistaking their actions for hostility, Ledo sneaks aboard and takes a young messenger girl named Amy hostage, only to realize that the residents of Gargantia are not as dangerous as he had believed. Faced with uncertainty, and unable to communicate with his comrades in space, Ledo attempts to get his bearings and acclimate to a new lifestyle. But his peaceful days are about to be short-lived, as there is more to this ocean-covered planet than meets the eye. 

[Written by MAL Rewrite]",Suisei no Gargantia was nominated for the Seiun Award in April 2014.,2013.0,Production I.G,Mecha,"Action, Adventure, Sci-Fi",No demographic
Ranpou,https://cdn.myanimelist.net/images/anime/1487/120944l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,21.0,25 min per ep,R+ - Mild Nudity,"TV anime adaptation of Masatoshi Uchizaki's gag comedy manga ""Ranpou"".

Mild-mannered Japanese kid Rampou is kidnapped by aliens whose UFO-based experiments turn him into a warp boy who truly believes that he can do anything.

(Source: The Anime Encyclopedia)",---,1984.0,Tsuchida Productions,"Gag Humor, Parody, School",Comedy,No demographic
Hal,https://cdn.myanimelist.net/images/anime/6/46549l.webp,https://www.youtube.com/watch?v=OS43cCcWU0A,1.0,1 hr,PG-13 - Teens 13 or older,"Kurumi is a beautiful young woman whose beloved boyfriend, Hal, died in a sudden airplane accident. Left heartbroken and gloomy, she isolates herself in a small house. But this soon comes to change when her grandfather requests the help of a humanoid robot named Q01.

Taking on the appearance of Hal, Q01 is sent to Kurumi's house in order to save her from her state of despair. As Hal returns day after day and increases his efforts, Kurumi, despite her initial reluctance, slowly begins to open up to him and break free from her depression. But there is more to Hal than meets the eye, and these two will soon learn an unexpected truth about this relationship between a human and an android.

[Written by MAL Rewrite]",---,2012.0,Wit Studio,No theme,"Drama, Romance, Sci-Fi",No demographic
Ojamanga Yamada-kun,https://cdn.myanimelist.net/images/anime/1213/134205l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,103.0,25 min per ep,No rating,"TV anime adaptation of Hisaichi Ishii's comedy manga ""Ojamanga Yamada-kun"".",---,1980.0,No studio,No theme,"Comedy, Slice of Life",No demographic
Hungry Best 5,https://cdn.myanimelist.net/images/anime/7/44654l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 28 min,PG-13 - Teens 13 or older,"Kim Youngwoong is a highschool basketball player. He participates in the junior Asian Cup competition help in Hong King, and plays the final match against the Chinese team. His last dramatic shot brings victory for the Korean team. Chae Yo omi, the Korean consul's daughter can't forget his last impressive shot. Back home, Youngwoong is sought after by every university which has a basketball team. However, Youngwoong decides to join the least famous team because his very first coach, Kim In, advises him to.

(Source: KoreaFilm)",---,2012.0,No studio,No theme,Sports,No demographic
Dallyeola Majing-ga-X,https://cdn.myanimelist.net/images/anime/13/44766l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 17 min,No rating,---,---,2012.0,No studio,Mecha,Sci-Fi,No demographic
Hong Kil-dong,https://cdn.myanimelist.net/images/anime/1031/142882l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 10 min,G - All Ages,"A special boy is born on a day when hurricanes and wicked spirits struck medieval Korea. The citizens and family learn that the infant has super human strength and cunning intelligence. As the boy grows up, he makes a vow to his family, the emperor of Korea, and to the high deities to rid Korea of the chaos and disorder caused by the wicked beings.

(Source: IMDB)",---,2012.0,No studio,Historical,"Adventure, Fantasy",No demographic
Cheol-in 007,https://cdn.myanimelist.net/images/anime/13/44662l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 10 min,PG - Children,---,---,2012.0,No studio,Mecha,"Action, Sci-Fi",No demographic
Goldwing,https://cdn.myanimelist.net/images/anime/1797/112794l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 11 min,G - All Ages,"Released in Korea in 1978, Gold Wing 123, or Golden Wing 123, is an animated sci-fi superhero feature from Kim Cheong Ki, who also directed the classic Robot Taekwon V (1976) and created the popular Wuroemae series. Like Robot Taekwon V, Gold Wing 123 draws from Japanese genre themes and character designs to create Korea's very own world-saving transforming superhero, a young man who attains super powers and is tasked to defend earth from the evil plans of a galactic conqueror. 

(Source: YesAsia)",---,2012.0,No studio,Mecha,"Action, Sci-Fi",No demographic
Robot Taekwon V: Wooju Jakjeon,https://cdn.myanimelist.net/images/anime/4/44666l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr,PG - Children,The second movie in the popular Korean movie series Robot Taekwon V.,---,2012.0,No studio,Mecha,"Action, Sci-Fi",No demographic
Robot Taekwon V 84,https://cdn.myanimelist.net/images/anime/1576/116113l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 18 min,PG - Children,The seventh movie in the popular Korean movie series Robot Taekwon V.,---,2012.0,No studio,Mecha,"Action, Sci-Fi",No demographic
Robot Taekwon V 3tan! Sujung Teukgongdae,https://cdn.myanimelist.net/images/anime/5/44670l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr,PG - Children,The third movie in the popular Korean movie series Robot Taekwon V.,---,2012.0,No studio,Mecha,"Action, Sci-Fi",No demographic
Super Taekwon V,https://cdn.myanimelist.net/images/anime/7/44672l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 20 min,PG - Children,The sixth movie in the popular Korean movie series Robot Taekwon V.,---,2012.0,No studio,Mecha,"Action, Sci-Fi",No demographic
Baby Titanosaur Dooly: Adventure in the Ice Star,https://cdn.myanimelist.net/images/anime/7/44674l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 20 min,PG - Children,"The story begins when the frozen Dooly on the tip of an iceberg drifts from South pole to the Han-River in Seoul, Korea. There he is found by Younghee and Chulsoo, and so their adventure begins. 

(Source: Doolynara)",---,2012.0,No studio,No theme,No genres,Kids
Dokgotak: Taeyang-eul Hyanghae Deonjyeola,https://cdn.myanimelist.net/images/anime/6/44676l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 17 min,PG - Children,"Hun-yi and Nan-yi are siblings who grow up as best friends. Hun-yi is a naturally talented pitcher and joins a baseball club. Under the guidance of a professional baseball player, the children learn to play baseball, but they don't want to do any of the hard training required. After a twist, Hun-yi's team makes the finals of the Little Baseball Championship.

(Source: IMDb)",---,2012.0,No studio,Team Sports,Sports,No demographic
Yu☆Gi☆Oh! Zexal Special,https://cdn.myanimelist.net/images/anime/3/44710l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,8 min,PG-13 - Teens 13 or older,"A short special aired in the middle of information about Yu-Gi-Oh! with real people.

Kotori takes Yuma to the gymnastics club at their school to cheer on her friend. There they meet the ace of the club, Kimura Taiki, who plans to quit after a recent loss at a competition. To cheer him up, Yuma challenges him to a duel.",---,2012.0,Gallop,Strategy Game,"Action, Fantasy",Shounen
